2012-06-09,2218,682
2012-06-10,336,1393
2012-06-11,448,223
2012-06-12,12,0
2012-06-13,11,5
2012-06-14,30,32
2012-06-16,0,3
2012-06-17,226,558
2012-06-18,24,4
2012-06-19,831,313
2012-06-20,7,320
2012-06-21,12,759
2012-06-22,87,1220
2012-06-24,31,212
2012-06-25,473,57
2012-06-26,404,779
2012-06-27,298,1309
2012-06-28,281,638
2012-06-29,413,158
2012-06-30,285,57
2012-07-01,40,2
2012-07-02,17,43
2012-07-03,770,229
2012-07-04,223,1
2012-07-05,1,11
2012-07-07,90,3
2012-07-08,1177,220
2012-07-09,119,136
2012-07-10,177,62
2012-07-11,5028,150
2012-07-12,28,109
2012-07-13,259,255
2012-07-14,103,15
2012-07-15,5,31
2012-07-16,1124,196
2012-07-18,17,47
2012-07-19,300,567
2012-07-20,4661,110
2012-07-21,18,81
2012-07-22,5252,237
2012-07-23,8117,23
2012-07-24,324,28
2012-07-25,197,318
2012-07-26,68,61
2012-07-27,121,44
2012-07-29,26,8
2012-07-30,1,2
2012-07-31,3,3
2012-08-01,916,606
2012-08-02,48,54
2012-08-03,63,72
2012-08-04,22,1
2012-08-06,2003,484
2012-08-08,873,129
2012-08-09,10,1
2012-08-10,221,0
2012-08-11,317,72
2012-08-15,295,17
2012-08-16,4,0
2012-08-17,286,22
2012-08-18,193,827
2012-08-19,146,629
2012-08-20,1376,832
2012-08-21,1164,142
2012-08-22,335,28
2012-08-23,505,272
2012-08-24,1052,408
2012-08-25,480,208
2012-08-26,114,397
2012-08-27,59,5
2012-08-28,822,805
2012-08-29,869,216
2012-08-30,889,761
2012-08-31,539,6
2012-09-01,887,193
2012-09-02,867,1099
2012-09-03,2476,721
2012-09-04,900,478
2012-09-05,802,206
2012-09-06,517,43
2012-09-07,1458,264
2012-09-08,1463,447
2012-09-09,1332,407
2012-09-10,334,578
2012-09-11,3723,1981
2012-09-12,90,130
2012-09-13,2816,31
2012-09-14,4261,136
2012-09-15,290,1
2012-09-16,710,76
2012-09-17,2101,135
2012-09-18,2117,416
2012-09-19,720,58
2012-09-20,1842,236
2012-09-21,1363,103
2012-09-22,1270,504
2012-09-23,22,12
2012-09-24,292,68
2012-09-25,651,202
2012-09-26,300,88
2012-09-27,621,108
2012-09-28,452,448
2012-09-29,768,101
2012-09-30,195,179
2012-10-01,1158,182
2012-10-02,162,103
2012-10-03,247,4
2012-10-04,1741,601
2012-10-05,1538,152
2012-10-06,701,253
2012-10-07,1531,495
2012-10-08,622,215
2012-10-09,684,425
2012-10-10,693,531
2012-10-11,1954,381
2012-10-12,1900,699
2012-10-13,589,150
2012-10-14,829,331
2012-10-15,936,409
2012-10-16,828,669
2012-10-17,1370,131
2012-10-18,790,9
2012-10-19,558,17
2012-10-20,107,0
2012-10-21,290,20
2012-10-22,513,12
2012-10-23,363,62
2012-10-24,1446,65
2012-10-25,219,26
2012-10-26,129,47
2012-10-27,201,13
2012-10-28,31,1
2012-10-29,0,1
2012-10-30,4240,54
2012-10-31,3651,484
2012-11-01,125,31
2012-11-02,33,2
2012-11-03,410,298
2012-11-04,1612,186
2012-11-05,2127,31
2012-11-06,2301,364
2012-11-07,110,1762
2012-11-08,733,177
2012-11-09,579,77
2012-11-10,598,206
2012-11-11,127,5
2012-11-12,749,134
2012-11-13,2429,285
2012-11-14,47,93
2012-11-15,1480,150
2012-11-16,912,5
2012-11-17,255,18
2012-11-18,557,132
2012-11-19,1108,738
2012-11-20,531,96
2012-11-21,814,78
2012-11-22,1815,20
2012-11-23,1286,81
2012-11-24,186,28
2012-11-25,525,13
2012-11-26,279,162
2012-11-27,1102,106
2012-11-28,2724,53
2012-11-29,1744,74
2012-11-30,1421,176
2012-12-01,76,54
2012-12-02,1613,104
2012-12-03,630,173
2012-12-04,682,135
2012-12-05,1130,136
2012-12-06,1283,609
2012-12-07,1310,303
2012-12-08,699,511
2012-12-09,2316,680
2012-12-10,228,49
2012-12-11,658,117
2012-12-12,2888,362
2012-12-13,2917,47
2012-12-14,2573,310
2012-12-15,352,7
2012-12-16,138,273
2012-12-17,962,423
2012-12-18,634,98
2012-12-19,4283,353
2012-12-20,5784,1123
2012-12-21,270,41
2012-12-22,135,52
2012-12-23,410,88
2012-12-24,1817,126
2012-12-25,1059,17
2012-12-26,3768,174
2012-12-27,236,73
2012-12-28,761,102
2012-12-29,371,65
2012-12-30,257,102
2012-12-31,698,80
2013-01-01,1516,216
2013-01-02,207,60
2013-01-03,347,89
2013-01-04,428,836
2013-01-06,488,110
2013-01-07,1402,589
2013-01-08,826,412
2013-01-09,367,383
2013-01-10,277,1124
2013-01-11,4346,107
2013-01-12,236,2
2013-01-13,1967,356
2013-01-14,77,26
2013-01-15,1053,95
2013-01-16,961,350
2013-01-17,1848,374
2013-01-18,174,47
2013-01-19,4682,24
2013-01-20,162,9
2013-01-21,40,5
2013-01-22,59,8
2013-01-23,53,8
2013-01-24,1010,51
2013-01-25,357,64
2013-01-26,435,97
2013-01-27,1381,298
2013-01-28,739,63
2013-01-29,313,166
2013-01-30,5207,146
2013-01-31,3943,109
2013-02-01,3659,69
2013-02-02,1868,236
2013-02-03,1347,166
2013-02-04,775,23
2013-02-05,1541,70
2013-02-06,1312,181
2013-02-07,386,147
2013-02-08,1565,52
2013-02-09,984,347
2013-02-10,3876,268
2013-02-11,1968,71
2013-02-12,1053,171
2013-02-13,451,138
2013-02-14,1175,188
2013-02-15,1867,144
2013-02-16,993,8
2013-02-17,1972,58
2013-02-18,25580,692
2013-02-19,2104,102
2013-02-20,2625,30
2013-02-21,6943,356
2013-02-22,8114,2034
2013-02-23,51888,2146
2013-02-24,20935,1299
2013-02-25,3357,93
2013-02-26,7442,434
2013-02-27,5054,753
2013-02-28,619,37
2013-03-01,3154,142
2013-03-02,1856,237
2013-03-03,11306,371
2013-03-04,6593,638
2013-03-05,9890,132
2013-03-06,7714,200
2013-03-07,10174,718
2013-03-08,13887,441
2013-03-09,3757,76
2013-03-10,3519,206
2013-03-11,10767,591
2013-03-12,15103,255
2013-03-13,7462,290
2013-03-14,1417,57
2013-03-15,4442,110
2013-03-16,256,283
2013-03-17,3775,225
2013-03-18,13155,515
2013-03-19,6074,209
2013-03-20,6492,412
2013-03-21,2670,434
2013-03-22,3805,298
2013-03-23,13601,314
2013-03-24,12490,252
2013-03-25,140,266
2013-03-26,358,110
2013-03-27,7367,425
2013-03-28,3111,89
2013-03-29,840,22
2013-03-30,2856,203
2013-04-01,2202,50
2013-04-02,2559,117
2013-04-03,1424,122
2013-04-04,1336,158
2013-04-05,2087,111
2013-04-06,722,37
2013-04-07,13897,486
2013-04-08,6993,354
2013-04-09,5530,572
2013-04-10,4684,121
2013-04-11,6227,168
2013-04-12,4634,29
2013-04-13,1337,2
2013-04-14,260,65
2013-04-15,5018,62
2013-04-16,1516,201
2013-04-17,493,58
2013-04-18,3462,38
2013-04-19,3263,293
2013-04-20,3741,324
2013-04-21,5627,413
2013-04-22,3556,152
2013-04-23,5598,165
2013-04-24,2811,214
2013-04-25,3949,373
2013-04-26,4793,372
2013-04-27,2335,140
2013-04-28,1330,158
2013-04-29,3023,243
2013-04-30,1228,247
2013-05-01,5663,528
2013-05-02,2021,81
2013-05-03,1613,190
2013-05-04,2453,1338
2013-05-05,515,121
2013-05-06,2956,285
2013-05-07,1307,171
2013-05-08,557,88
2013-05-09,1294,113
2013-05-10,4838,199
2013-05-11,225,378
2013-05-12,1354,285
2013-05-13,3652,350
2013-05-14,2590,602
2013-05-15,688,101
2013-05-16,1407,153
2013-05-17,5971,336
2013-05-18,4113,94
2013-05-19,3420,256
2013-05-20,2934,271
2013-05-21,6916,203
2013-05-22,5586,196
2013-05-23,4495,318
2013-05-24,4516,365
2013-05-25,824,135
2013-05-26,1216,113
2013-05-27,4729,208
2013-05-28,4615,280
2013-05-29,4736,221
2013-05-30,5915,232
2013-05-31,2191,171
2013-06-01,660,259
2013-06-02,644,145
2013-06-03,1214,172
2013-06-04,2250,248
2013-06-05,1619,429
2013-06-06,1600,86
2013-06-07,491,65
2013-06-08,1813,1198
2013-06-09,3412,309
2013-06-10,948,259
2013-06-11,1168,140
2013-06-12,2445,448
2013-06-13,846,351
2013-06-14,970,129
2013-06-15,3,2
2013-06-17,1227,269
2013-06-18,554,132
2013-06-19,18088,756
2013-06-20,12297,671
2013-06-21,1985,130
2013-06-22,298,87
2013-06-23,638,161
2013-06-24,500,276
2013-06-25,2653,118
2013-06-26,3782,513
2013-06-27,3685,237
2013-06-28,1797,243
2013-06-29,1245,239
2013-07-01,325,845
2013-07-02,357,182
2013-07-03,128,20
2013-07-04,1813,471
2013-07-05,546,6785
2013-07-06,19,26
2013-07-07,225,222
2013-07-08,463,462
2013-07-09,116,488
2013-07-10,229,138
2013-07-11,5,4
2013-07-12,122,38
2013-07-15,2727,544
2013-07-16,1908,59
2013-07-17,58,200
2013-07-18,5904,1814
2013-07-19,1354,84
2013-07-20,4160,82
2013-07-21,2101,0
2013-07-22,1472,30
2013-07-23,1889,46
2013-07-24,592,189
2013-07-25,1285,52
2013-07-26,137,86
2013-07-27,1,5
2013-07-28,1552,430
2013-07-29,44,51
2013-07-30,429,88
2013-07-31,1248,148
2013-08-01,171,274
2013-08-02,1629,139
2013-08-03,7855,13
2013-08-04,167,55
2013-08-05,1160,107
2013-08-06,582,62
2013-08-07,3405,194
2013-08-08,1865,75
2013-08-09,3308,80
2013-08-10,9017,110
2013-08-11,1186,1963
2013-08-12,1859,197
2013-08-13,8627,1637
2013-08-14,6537,61
2013-08-15,4425,1977
2013-08-16,2613,489
2013-08-17,33,3
2013-08-18,3934,84
2013-08-19,8520,107
2013-08-20,10503,296
2013-08-21,624,15
2013-08-22,7291,652
2013-08-23,6812,307
2013-08-24,3336,161
2013-08-25,6172,217
2013-08-26,5549,304
2013-08-27,4278,341
2013-08-28,5261,271
2013-08-29,7312,243
2013-08-30,7937,172
2013-08-31,5156,147
2013-09-01,4804,923
2013-09-02,4260,229
2013-09-03,3904,303
2013-09-04,4327,269
2013-09-05,4558,171
2013-09-06,3718,166
2013-09-07,9801,422
2013-09-08,921,412
2013-09-09,3489,1259
2013-09-10,3719,885
2013-09-11,4972,1318
2013-09-12,11551,2130
2013-09-13,685,89
2013-09-14,695,159
2013-09-15,3801,2426
2013-09-16,3246,2682
